Breed,Weight_kg
Giant Schnauzer,34.2
French Bulldog,12.7
Siberian Husky,22.0
Miniature Pinscher,4.2
Siberian Husky,21.6
Lagotto Romagnolo,11.0
Great Dane,61.4
Great Dane,65.6
Poodle (Standard),26.4
Yorkshire Terrier,3.2
French Bulldog,12.7
Shetland Sheepdog,9.7
Airedale Terrier,27.9
Yorkshire Terrier,3.2
Greater Swiss Mountain Dog,48.8
German Shorthaired Pointer,25.8
Coton de Tulear,5.6
German Shorthaired Pointer,26.5
Irish Wolfhound,49.5
Labrador Retriever,29.7
Australian Shepherd,22.2
Soft Coated Wheaten Terrier,15.2
Doberman Pinscher,33.7
Dachshund,11.1
Collie,28.6
Vizsla,23.9
Italian Greyhound,5.2
Anatolian Shepherd Dog,56.9
Brittany,16.3
Cardigan Welsh Corgi,14.2
Newfoundland,63.3
German Shepherd Dog,31.5
Beagle,10.0
Bloodhound,44.3
Great Dane,69.8
Chinese Shar-Pei,22.9
Nova Scotia Duck Tolling Retriever,19.0
Rhodesian Ridgeback,35.0
Greater Swiss Mountain Dog,51.3
Australian Shepherd,23.7
Lhasa Apso,7.4
Lhasa Apso,6.8
Scottish Terrier,8.6
Poodle (Toy),2.1
Coton de Tulear,5.7
Miniature American Shepherd,13.6
Chihuahua,2.7
Miniature American Shepherd,11.8
Old English Sheepdog,31.7
Poodle (Toy),2.2
Maltese,3.2
Chihuahua,2.7
Great Dane,73.0
Bull Terrier,26.5
Doberman Pinscher,40.2
Saint Bernard,68.4
Poodle (Toy),2.3
Golden Retriever,32.2
Havanese,4.6
German Shepherd Dog,31.0
Labrador Retriever,30.7
Staffordshire Bull Terrier,14.1
Havanese,4.8
Dachshund,10.0
Australian Shepherd,22.9
Staffordshire Bull Terrier,13.2
West Highland White Terrier,8.3
French Bulldog,12.7
Golden Retriever,29.9
Norwegian Elkhound,23.6
Siberian Husky,25.1
Airedale Terrier,27.1
Rottweiler,46.1
Beagle,10.1
Wirehaired Pointing Griffon,26.0
Rottweiler,49.4
Border Collie,18.9
Irish Setter,28.9
Siberian Husky,24.0
Pembroke Welsh Corgi,13.1
English Cocker Spaniel,13.7
Miniature Schnauzer,6.9
Labrador Retriever,28.5
Miniature Schnauzer,6.1
Brittany,15.9
German Wirehaired Pointer,31.2
Chinese Crested,4.5
Keeshond,17.6
Golden Retriever,29.3
Pembroke Welsh Corgi,13.1
Poodle (Miniature),6.1
Miniature Schnauzer,7.4
Havanese,4.7
Border Terrier,6.4
Irish Wolfhound,53.4
Yorkshire Terrier,3.2
Great Dane,66.7
German Shepherd Dog,34.7
Papillon,3.9
Basset Hound,23.2
Australian Cattle Dog,16.5
Russell Terrier,5.8
Miniature American Shepherd,14.9
Bulldog,20.1
Golden Retriever,29.8
Greater Swiss Mountain Dog,54.1
Labrador Retriever,31.0
Havanese,4.5
Portuguese Water Dog,19.7
Cocker Spaniel,12.3
Great Pyrenees,40.9
Miniature Schnauzer,6.5
American Staffordshire Terrier,24.6
French Bulldog,12.7
Cardigan Welsh Corgi,15.4
Shetland Sheepdog,9.8
Boxer,20.1
Great Pyrenees,43.9
Boxer,26.6
Basset Hound,20.4
Soft Coated Wheaten Terrier,16.4
Scottish Terrier,9.0
Border Collie,17.6
Labrador Retriever,27.1
Chow Chow,28.8
Wirehaired Pointing Griffon,20.3
Beagle,10.1
English Cocker Spaniel,13.7
Irish Wolfhound,51.5
Flat-Coated Retriever,30.0
Irish Wolfhound,51.3
Norwegian Elkhound,24.0
Pembroke Welsh Corgi,13.1
French Bulldog,12.7
Siberian Husky,26.0
Yorkshire Terrier,3.2
Siberian Husky,19.2
English Springer Spaniel,20.0
Cairn Terrier,6.1
Cairn Terrier,6.2
Dachshund,8.1
Bull Terrier,28.8
Dachshund,5.7
Vizsla,24.6
Cairn Terrier,6.1
Golden Retriever,29.1
English Setter,22.7
Lagotto Romagnolo,12.3
Wirehaired Pointing Griffon,27.3
Great Dane,63.7
Poodle (Toy),2.1
French Bulldog,12.7
Mastiff,73.9
Golden Retriever,28.2
French Bulldog,12.7
Soft Coated Wheaten Terrier,16.7
Pomeranian,2.2
Golden Retriever,31.4
Doberman Pinscher,36.1
French Bulldog,12.7
Poodle (Standard),23.4
Poodle (Toy),2.4
Poodle (Standard),22.2
Newfoundland,52.0
Havanese,4.5
Labrador Retriever,29.4
Beagle,11.0
Yorkshire Terrier,3.2
Boston Terrier,8.1
Cardigan Welsh Corgi,12.8
Mastiff,72.5
Flat-Coated Retriever,28.1
Chinese Crested,4.1
Standard Schnauzer,18.9
Australian Cattle Dog,20.1
Pomeranian,2.7
Cocker Spaniel,11.8
Boxer,23.5
Shetland Sheepdog,9.3
Miniature American Shepherd,15.0
French Bulldog,12.7
German Shorthaired Pointer,26.3
Bulldog,20.3
Chihuahua,2.7
Brittany,16.1
Flat-Coated Retriever,28.2
Pug,6.9
Beagle,10.9
Chow Chow,27.1
Norwegian Elkhound,23.2
Basset Hound,23.6
Beagle,9.6
Australian Shepherd,25.7
Bull Terrier,28.7
Poodle (Toy),2.5
Dachshund,8.8
West Highland White Terrier,7.8
Boxer,15.4
Labrador Retriever,35.3
Bloodhound,43.0
Rottweiler,42.0
Poodle (Miniature),5.8
Poodle (Miniature),6.3
Irish Setter,30.7
Cairn Terrier,6.1
Bloodhound,41.6
Australian Cattle Dog,21.1
Pug,7.5
German Shepherd Dog,33.6
German Shorthaired Pointer,28.6
German Shorthaired Pointer,25.4
Poodle (Standard),25.1
Anatolian Shepherd Dog,46.7
Boston Terrier,7.3
Australian Cattle Dog,18.8
Siberian Husky,20.9
Chinese Shar-Pei,23.9
Shiba Inu,9.4
Bull Terrier,27.5
Shetland Sheepdog,10.4
Chesapeake Bay Retriever,31.3
Shih Tzu,6.0
Greater Swiss Mountain Dog,48.4
Shih Tzu,5.7
Great Dane,67.4
Golden Retriever,30.7
Brittany,16.3
Bichon Frise,6.5
Australian Cattle Dog,20.9
Bouvier des Flandres,41.4
Australian Shepherd,27.1
Pekingese,6.4
Siberian Husky,22.7
Maltese,3.2
Miniature Pinscher,4.0
Chihuahua,2.7
Boxer,25.0
Vizsla,22.6
Beagle,8.7
Norwegian Elkhound,23.5
Poodle (Miniature),6.1
Portuguese Water Dog,23.1
German Shepherd Dog,26.3
Portuguese Water Dog,25.9
Scottish Terrier,8.5
Collie,28.7
Giant Schnauzer,30.5
German Shorthaired Pointer,28.2
Bulldog,20.7
Yorkshire Terrier,3.2
Shih Tzu,6.2
German Shepherd Dog,28.5
Bulldog,20.1
Shih Tzu,6.5
Poodle (Standard),25.8
Poodle (Miniature),5.6
Poodle (Miniature),6.1
Bernese Mountain Dog,36.1
Basset Hound,19.5
Newfoundland,55.6
Lagotto Romagnolo,13.6
Akita,44.4
Boykin Spaniel,14.8
Yorkshire Terrier,3.2
Giant Schnauzer,31.3
Rhodesian Ridgeback,35.6
Akita,51.1
Newfoundland,63.2
Irish Setter,29.5
Beagle,11.6
Collie,30.2
Rottweiler,50.6
Border Collie,20.0
German Shepherd Dog,33.9
English Setter,32.6
Australian Shepherd,23.2
Golden Retriever,30.2
Beagle,8.1
Alaskan Malamute,37.1
Poodle (Miniature),6.7
Flat-Coated Retriever,30.1
Labrador Retriever,34.0
Rhodesian Ridgeback,34.6
Belgian Malinois,31.7
Wirehaired Pointing Griffon,25.4
Chow Chow,26.8
Shih Tzu,4.5
English Setter,31.1
Cardigan Welsh Corgi,13.2
English Cocker Spaniel,13.4
Yorkshire Terrier,3.2
Poodle (Miniature),6.1
Nova Scotia Duck Tolling Retriever,20.0
Brussels Griffon,4.1
Labrador Retriever,32.2
Chihuahua,2.7
English Springer Spaniel,19.7
Boston Terrier,7.9
Pomeranian,2.1
Norwegian Elkhound,23.1
Greater Swiss Mountain Dog,48.5
Brittany,15.1
Poodle (Toy),2.2
West Highland White Terrier,8.0
Bullmastiff,52.8
German Shepherd Dog,33.9
English Springer Spaniel,19.8
Miniature Schnauzer,7.3
Cairn Terrier,6.1
Chesapeake Bay Retriever,32.3
Pomeranian,2.6
Shiba Inu,9.4
Dachshund,10.9
Scottish Terrier,9.1
Great Dane,66.1
Tibetan Terrier,10.7
English Cocker Spaniel,13.6
German Shepherd Dog,35.0
Rhodesian Ridgeback,36.1
Papillon,3.2
Coton de Tulear,5.5
Bull Terrier,28.9
Beagle,11.6
Siberian Husky,20.4
German Shepherd Dog,29.8
German Shepherd Dog,29.8
Bull Terrier,26.9
Bouvier des Flandres,36.2
Scottish Terrier,9.0
Rhodesian Ridgeback,35.1
Samoyed,23.0
German Shepherd Dog,33.0
Cocker Spaniel,11.5
Golden Retriever,29.9
American Staffordshire Terrier,23.7
Pekingese,6.4
German Shepherd Dog,33.7
German Shepherd Dog,31.8
Chihuahua,2.7
Pug,7.7
French Bulldog,12.7
Weimaraner,28.6
Golden Retriever,28.6
American Staffordshire Terrier,24.2
Poodle (Toy),2.3
Labrador Retriever,28.7
Golden Retriever,33.2
Border Terrier,6.4
German Shepherd Dog,32.3
Akita,39.2
Doberman Pinscher,34.2
German Shorthaired Pointer,25.2
German Wirehaired Pointer,28.1
Miniature American Shepherd,14.0
Pomeranian,1.9
Lhasa Apso,7.3
Shiba Inu,8.2
Poodle (Standard),27.3
English Springer Spaniel,19.8
Giant Schnauzer,28.8
Poodle (Standard),22.6
Bulldog,22.1
Cocker Spaniel,10.7
Akita,44.2
Nova Scotia Duck Tolling Retriever,18.7
Maltese,3.2
Airedale Terrier,27.2
German Shorthaired Pointer,27.9
Portuguese Water Dog,22.2
Irish Wolfhound,50.3
Chesapeake Bay Retriever,28.2
Old English Sheepdog,37.3
Pembroke Welsh Corgi,13.1
Flat-Coated Retriever,30.0
Bichon Frise,6.8
Portuguese Water Dog,20.3
Pembroke Welsh Corgi,13.5
Cairn Terrier,6.0
Dalmatian,25.5
Boston Terrier,9.2
Yorkshire Terrier,3.2
Poodle (Miniature),5.8
Giant Schnauzer,28.8
Pug,6.9
French Bulldog,12.7
German Shorthaired Pointer,25.3
Irish Setter,29.5
Italian Greyhound,5.0
Newfoundland,52.5
Boston Terrier,5.8
Mastiff,64.2
Australian Cattle Dog,18.8
Pembroke Welsh Corgi,13.2
French Bulldog,12.7
Labrador Retriever,31.3
Boxer,26.3
Poodle (Standard),25.8
Bull Terrier,27.0
German Wirehaired Pointer,25.4
Dachshund,12.0
German Shepherd Dog,34.9
German Shepherd Dog,34.8
Havanese,4.7
German Wirehaired Pointer,24.9
Poodle (Miniature),5.8
French Bulldog,12.7
Soft Coated Wheaten Terrier,16.0
Australian Shepherd,23.6
Akita,56.3
Border Terrier,6.1
Great Pyrenees,42.0
Dogue de Bordeaux,46.0
Chihuahua,2.7
German Shepherd Dog,35.4
Golden Retriever,29.8
Belgian Malinois,25.4
Labrador Retriever,32.4
English Springer Spaniel,20.6
Dachshund,7.9
German Shepherd Dog,34.8
Bull Terrier,28.6
Basset Hound,22.8
French Bulldog,12.7
Chow Chow,25.3
Samoyed,24.0
Bulldog,20.6
Collie,27.2
Border Collie,17.8
Pembroke Welsh Corgi,13.3
Boston Terrier,7.7
Rat Terrier,9.4
Golden Retriever,29.8
Cairn Terrier,6.2
Dachshund,10.5
Dalmatian,30.0
Staffordshire Bull Terrier,14.3
Dogue de Bordeaux,46.9
Vizsla,23.8
Doberman Pinscher,36.2
Bulldog,19.4
Portuguese Water Dog,18.6
Poodle (Miniature),5.5
French Bulldog,12.7
Shih Tzu,4.8
German Wirehaired Pointer,28.1
Dachshund,9.2
Belgian Malinois,18.4
Scottish Terrier,9.5
Poodle (Miniature),5.6
Cairn Terrier,6.1
Bullmastiff,52.2
Basset Hound,22.0
Flat-Coated Retriever,30.5
Bulldog,21.4
Labrador Retriever,30.8
Basenji,10.4
Greater Swiss Mountain Dog,52.6
Shih Tzu,6.7
West Highland White Terrier,7.8
Poodle (Miniature),6.1
German Shorthaired Pointer,24.1
German Shepherd Dog,31.0
Labrador Retriever,29.3
Cavalier King Charles Spaniel,6.8
Poodle (Toy),2.2
Basset Hound,23.8
Rottweiler,51.4
Doberman Pinscher,33.5
English Setter,30.0
Miniature Pinscher,4.1
Keeshond,18.3
Poodle (Toy),2.4
German Shorthaired Pointer,22.9
Rottweiler,53.6
Siberian Husky,21.3
Poodle (Standard),25.9
Anatolian Shepherd Dog,51.9
Bernese Mountain Dog,44.1
Border Collie,23.0
Cardigan Welsh Corgi,13.8
Papillon,3.5
Chinese Crested,4.4
Chinese Crested,4.7
Miniature Schnauzer,6.3
German Shepherd Dog,32.7
Newfoundland,60.2
Bulldog,21.4
German Shepherd Dog,26.2
Labrador Retriever,27.1
Rottweiler,43.6
Old English Sheepdog,34.5
Labrador Retriever,33.3
Tibetan Terrier,10.2
Newfoundland,56.0
Yorkshire Terrier,3.2
Belgian Malinois,27.6
Chesapeake Bay Retriever,33.1
Papillon,3.8
Pekingese,6.4
Cavalier King Charles Spaniel,7.2
Lagotto Romagnolo,12.4
Bernese Mountain Dog,40.8
German Shepherd Dog,28.0
Maltese,3.2
West Highland White Terrier,8.3
French Bulldog,12.7
Boxer,27.4
Labrador Retriever,30.0
Scottish Terrier,8.6
Bloodhound,42.5
Russell Terrier,5.1
Beagle,10.1
Poodle (Toy),2.0
Lhasa Apso,6.7
Poodle (Toy),2.5
Papillon,3.4
Yorkshire Terrier,3.2
Bichon Frise,6.3
Border Collie,18.7
Dachshund,10.7
Bloodhound,47.5
Keeshond,18.1
Yorkshire Terrier,3.2
Cardigan Welsh Corgi,14.6
Poodle (Miniature),5.9
Norwegian Elkhound,23.8
Bullmastiff,53.2
Beagle,11.5
Soft Coated Wheaten Terrier,15.7
Miniature Schnauzer,7.7
Havanese,5.5
Australian Shepherd,24.1
Havanese,4.1
Tibetan Terrier,10.8
Havanese,4.4
Rhodesian Ridgeback,34.0
Shetland Sheepdog,9.6
Keeshond,17.3
Australian Cattle Dog,19.7
Chow Chow,25.0
Irish Wolfhound,52.2
Border Collie,19.4
Bull Terrier,26.1
Poodle (Toy),2.3
Siberian Husky,24.5
Bullmastiff,50.8
Siberian Husky,21.7
Beagle,8.3
Border Collie,16.2
Cavalier King Charles Spaniel,7.1
Poodle (Standard),25.3
Shih Tzu,4.6
Miniature American Shepherd,15.1
Scottish Terrier,9.1
Rhodesian Ridgeback,34.6
Bernese Mountain Dog,38.0
Chinese Crested,4.0
Anatolian Shepherd Dog,46.2
Poodle (Toy),2.2
Collie,27.7
Dachshund,9.4
French Bulldog,12.7
German Shepherd Dog,39.5
Labrador Retriever,30.6
German Shorthaired Pointer,28.0
Pekingese,6.4
Lhasa Apso,6.7
Labrador Retriever,31.9
Australian Shepherd,23.2
Rottweiler,51.0
Labrador Retriever,29.6
Golden Retriever,28.3
Brittany,16.4
Newfoundland,60.2
Poodle (Standard),20.8
Greater Swiss Mountain Dog,46.3
Dachshund,9.4
Beagle,11.0
Australian Cattle Dog,17.2
Pembroke Welsh Corgi,13.4
Australian Shepherd,26.4
Samoyed,19.4
Labrador Retriever,30.4
Australian Shepherd,25.4
Labrador Retriever,33.9
French Bulldog,12.7
Cairn Terrier,6.1
Labrador Retriever,28.5
Bull Terrier,29.2
Scottish Terrier,9.2
Beagle,8.5
Labrador Retriever,31.2
Brittany,15.9
Miniature Pinscher,4.0
Bulldog,20.8
Alaskan Malamute,35.9
Mastiff,75.0
Cairn Terrier,6.1
French Bulldog,12.7
Golden Retriever,28.8
Great Dane,62.7
French Bulldog,12.7
German Wirehaired Pointer,26.2
Chihuahua,2.7
Siberian Husky,24.7
Poodle (Miniature),5.8
Weimaraner,29.6
Portuguese Water Dog,19.7
Anatolian Shepherd Dog,55.8
Bulldog,20.5
Cairn Terrier,6.0
Weimaraner,36.4
Wirehaired Pointing Griffon,25.8
French Bulldog,12.7
Weimaraner,36.7
Alaskan Malamute,36.6
Airedale Terrier,29.5
Irish Setter,30.2
Great Pyrenees,43.3
Pug,7.6
Doberman Pinscher,33.5
Pug,7.6
Cairn Terrier,6.1
West Highland White Terrier,8.7
Maltese,3.2
American Staffordshire Terrier,28.6
Lhasa Apso,6.8
Border Terrier,5.8
Akita,47.1
Coton de Tulear,6.2
Havanese,4.6
Bernese Mountain Dog,36.4
Belgian Malinois,24.0
Dachshund,10.0
Siberian Husky,19.9
Irish Wolfhound,50.8
Great Pyrenees,43.6
Golden Retriever,31.5
Mastiff,79.7
American Staffordshire Terrier,27.6
Poodle (Miniature),5.2
Norwegian Elkhound,23.4
Vizsla,23.7
Yorkshire Terrier,3.2
Leonberger,59.6
Labrador Retriever,27.0
Poodle (Standard),24.3
Bulldog,21.0
Shiba Inu,9.4
Lhasa Apso,6.3
Cairn Terrier,6.1
German Shepherd Dog,34.1
Bichon Frise,7.5
Siberian Husky,18.7
Flat-Coated Retriever,29.7
Alaskan Malamute,37.0
Poodle (Miniature),5.5
Papillon,3.7
Australian Shepherd,21.9
Saint Bernard,69.7
Chinese Crested,4.2
Irish Setter,30.4
English Setter,28.8
Cavalier King Charles Spaniel,6.9
Labrador Retriever,29.8
Poodle (Toy),2.3
Pomeranian,1.9
Poodle (Miniature),5.6
Yorkshire Terrier,3.2
Coton de Tulear,4.9
Cardigan Welsh Corgi,14.4
Boxer,16.7
Miniature Pinscher,4.1
Bulldog,19.4
Cairn Terrier,6.1
Rottweiler,46.2
Irish Setter,29.1
Labrador Retriever,30.2
Doberman Pinscher,36.8
Belgian Malinois,26.9
Irish Setter,28.7
Cocker Spaniel,10.3
Bloodhound,45.4
Labrador Retriever,30.4
Leonberger,55.5
Lagotto Romagnolo,13.8
Shetland Sheepdog,8.9
Chesapeake Bay Retriever,29.3
Shiba Inu,8.6
French Bulldog,12.7
Papillon,4.2
Bernese Mountain Dog,43.5
Labrador Retriever,32.6
Golden Retriever,30.2
Boxer,30.3
German Shepherd Dog,31.0
Labrador Retriever,29.0
Great Dane,67.5
Pomeranian,2.1
Yorkshire Terrier,3.2
Italian Greyhound,5.0
German Shepherd Dog,31.7
Poodle (Miniature),5.6
Labrador Retriever,30.5
Akita,48.0
Boxer,20.5
Golden Retriever,30.1
Portuguese Water Dog,23.8
Rottweiler,53.6
Poodle (Toy),2.4
Flat-Coated Retriever,28.5
Bernese Mountain Dog,37.5
Poodle (Miniature),5.8
Border Collie,19.4
Australian Shepherd,22.8
German Shepherd Dog,29.6
Poodle (Miniature),6.1
Akita,39.3
Chihuahua,2.7
Dachshund,8.1
Alaskan Malamute,36.1
English Cocker Spaniel,13.8
Keeshond,18.1
Pug,7.4
Whippet,14.9
Dachshund,11.3
Yorkshire Terrier,3.2
Beagle,6.9
Yorkshire Terrier,3.2
Beagle,9.7
Poodle (Miniature),5.7
Bulldog,20.7
Whippet,13.0
Dogue de Bordeaux,46.2
Basenji,10.4
Labrador Retriever,28.2
Wirehaired Pointing Griffon,20.2
Boxer,19.7
Rottweiler,43.3
Dachshund,7.0
Shiba Inu,9.5
Pekingese,6.4
Pomeranian,1.7
Great Dane,67.1
Miniature Pinscher,4.0
Papillon,3.5
Poodle (Standard),24.3
Shih Tzu,7.1
Portuguese Water Dog,24.3
English Cocker Spaniel,13.8
Labrador Retriever,28.8
Norwegian Elkhound,24.0
Golden Retriever,29.4
Mastiff,93.9
German Shepherd Dog,31.0
Airedale Terrier,27.1
Rottweiler,43.5
French Bulldog,12.7
Border Terrier,5.4
Labrador Retriever,31.5
Miniature Schnauzer,5.7
Boston Terrier,9.6
Belgian Malinois,23.0
German Shorthaired Pointer,28.9
Poodle (Miniature),5.8
German Shepherd Dog,34.3
Boykin Spaniel,14.8
Siberian Husky,22.9
Poodle (Toy),2.5
Labrador Retriever,31.1
Belgian Malinois,30.4
Beagle,11.0
Weimaraner,29.3
Bulldog,19.6
Poodle (Miniature),4.9
Great Dane,54.7
Chinese Shar-Pei,22.8
Poodle (Standard),23.9
Chow Chow,25.5
Chinese Crested,3.8
Staffordshire Bull Terrier,13.0
German Shepherd Dog,27.1
German Wirehaired Pointer,26.3
Irish Setter,29.0
Poodle (Standard),28.0
Yorkshire Terrier,3.2
Bullmastiff,54.8
Boxer,17.5
Cocker Spaniel,11.4
Beagle,9.3
Labrador Retriever,31.0
Rhodesian Ridgeback,33.7
Poodle (Miniature),5.4
Soft Coated Wheaten Terrier,15.0
Pembroke Welsh Corgi,13.3
Border Terrier,6.3
Vizsla,22.1
Yorkshire Terrier,3.2
Mastiff,79.9
Airedale Terrier,27.3
Golden Retriever,30.3
Labrador Retriever,26.3
Weimaraner,32.3
Wirehaired Pointing Griffon,18.3
French Bulldog,12.7
American Staffordshire Terrier,25.3
Brittany,16.7
Yorkshire Terrier,3.2
Chinese Crested,4.6
German Shepherd Dog,33.3
Saint Bernard,71.3
Pembroke Welsh Corgi,13.4
Bulldog,21.1
Labrador Retriever,31.6
Standard Schnauzer,21.9
Golden Retriever,30.7
Flat-Coated Retriever,29.3
Golden Retriever,29.2
Boston Terrier,7.3
English Cocker Spaniel,13.3
Greater Swiss Mountain Dog,52.7
Bernese Mountain Dog,47.0
Dogue de Bordeaux,48.8
German Shepherd Dog,32.9
Chihuahua,2.7
Yorkshire Terrier,3.2
German Shorthaired Pointer,24.7
Lhasa Apso,7.2
Poodle (Standard),25.3
Dogue de Bordeaux,48.1
Maltese,3.2
Labrador Retriever,29.7
Boxer,27.5
French Bulldog,12.7
Bull Terrier,24.4
German Shepherd Dog,38.0
Bernese Mountain Dog,41.3
German Shepherd Dog,34.3
Basset Hound,25.6
Keeshond,18.8
Collie,27.6
Yorkshire Terrier,3.2
Weimaraner,37.0
Collie,27.6
Airedale Terrier,28.4
German Shepherd Dog,28.7
Tibetan Terrier,12.4
German Shorthaired Pointer,22.7
Poodle (Toy),2.1
Pomeranian,2.2
Miniature American Shepherd,15.5
Chihuahua,2.7
Great Pyrenees,42.5
Boston Terrier,10.2
French Bulldog,12.7
French Bulldog,12.7
Samoyed,22.8
Shiba Inu,8.4
Leonberger,64.9
Pomeranian,1.7
Great Pyrenees,42.6
Boxer,22.0
Rat Terrier,8.1
Boykin Spaniel,15.4
German Wirehaired Pointer,26.3
Chinese Crested,4.4
Cavalier King Charles Spaniel,7.1
Bernese Mountain Dog,42.3
Wirehaired Pointing Griffon,24.0
Italian Greyhound,5.6
Golden Retriever,27.2
Chihuahua,2.7
Miniature American Shepherd,14.4
Miniature Pinscher,4.1
Irish Wolfhound,51.8
Collie,28.7
Airedale Terrier,29.3
West Highland White Terrier,8.0
Collie,32.2
Yorkshire Terrier,3.2
Great Dane,67.9
Cocker Spaniel,11.0
Bernese Mountain Dog,45.1
Rottweiler,55.4
Poodle (Standard),26.2
Irish Wolfhound,49.6
Labrador Retriever,31.7
Samoyed,22.7
Vizsla,23.7
Basenji,10.7
Portuguese Water Dog,23.0
Great Pyrenees,42.9
American Staffordshire Terrier,26.4
German Shepherd Dog,28.9
German Shepherd Dog,39.9
Cairn Terrier,6.1
Leonberger,53.7
Saint Bernard,73.1
Poodle (Standard),23.6
Labrador Retriever,31.0
Poodle (Miniature),5.8
Poodle (Toy),2.3
Doberman Pinscher,30.9
Norwegian Elkhound,23.4
Poodle (Toy),2.3
Pomeranian,2.3
Boston Terrier,7.9
Cavalier King Charles Spaniel,7.4
Irish Wolfhound,49.2
Labrador Retriever,32.8
Mastiff,79.9
Wirehaired Pointing Griffon,26.9
Beagle,8.5
Collie,34.0
Labrador Retriever,33.7
Bulldog,18.7
Nova Scotia Duck Tolling Retriever,17.6
Papillon,3.2
Poodle (Standard),22.8
Airedale Terrier,25.4
Dogue de Bordeaux,46.9
Golden Retriever,26.6
Bulldog,22.1
Australian Shepherd,23.0
French Bulldog,12.7
German Shorthaired Pointer,28.7
Dachshund,12.3
Saint Bernard,67.1
Irish Wolfhound,51.0
Poodle (Toy),2.3
Bulldog,19.9
Portuguese Water Dog,20.7
Papillon,3.5
Alaskan Malamute,36.5
Airedale Terrier,27.0
Labrador Retriever,29.4
Poodle (Miniature),5.5
Whippet,15.0
Cocker Spaniel,11.1
Bouvier des Flandres,41.0
Vizsla,22.9
Weimaraner,31.3
Labrador Retriever,29.0
Boxer,17.7
Shih Tzu,5.5
Vizsla,23.7
Beagle,9.9
Beagle,9.1
Pembroke Welsh Corgi,13.0
Miniature Pinscher,4.1
Labrador Retriever,28.6
Poodle (Miniature),5.8
Labrador Retriever,34.9
Boxer,23.9
Brittany,16.8
Pembroke Welsh Corgi,13.5
Greater Swiss Mountain Dog,55.5
Poodle (Miniature),5.5
Soft Coated Wheaten Terrier,15.1
Chinese Shar-Pei,24.2
German Shepherd Dog,30.1
German Wirehaired Pointer,28.3
Rottweiler,45.4
Akita,46.2
Irish Wolfhound,50.9
Portuguese Water Dog,21.3
Great Pyrenees,40.4
Weimaraner,30.5
Miniature American Shepherd,13.8
Labrador Retriever,28.4
German Shepherd Dog,29.8
Weimaraner,37.5
Chow Chow,28.9
Siberian Husky,19.5
Pug,7.3
Newfoundland,58.8
Basset Hound,20.4
German Shepherd Dog,30.2
Poodle (Standard),28.1
Pembroke Welsh Corgi,13.3
Doberman Pinscher,36.7
Maltese,3.2
German Shepherd Dog,31.4
Bulldog,20.5
Belgian Malinois,26.8
Poodle (Miniature),6.1
German Wirehaired Pointer,27.4
Miniature Schnauzer,7.1
Irish Wolfhound,53.3
Coton de Tulear,4.4
German Wirehaired Pointer,28.2
German Wirehaired Pointer,26.1
Poodle (Toy),2.1
German Wirehaired Pointer,25.9
Saint Bernard,60.6
Miniature Schnauzer,6.9
Bull Terrier,27.7
Chesapeake Bay Retriever,29.9
Dalmatian,28.0
Miniature American Shepherd,13.7
Border Terrier,6.3
West Highland White Terrier,8.0
Lhasa Apso,6.4
Nova Scotia Duck Tolling Retriever,18.4
Labrador Retriever,32.5
Great Pyrenees,41.9
Poodle (Toy),2.1
English Cocker Spaniel,13.2
Poodle (Standard),25.7
Miniature American Shepherd,16.3
Poodle (Miniature),5.2
Italian Greyhound,4.3
Samoyed,25.4
Golden Retriever,28.8
Chow Chow,26.4
Pomeranian,2.3
Collie,25.8
Beagle,8.2
Cairn Terrier,6.1
Poodle (Standard),26.2
Poodle (Miniature),5.7
Boxer,19.7
Nova Scotia Duck Tolling Retriever,20.1
Beagle,9.2
Boxer,12.2
German Shepherd Dog,37.2
Weimaraner,36.3
Great Dane,61.2
Samoyed,23.2
Great Dane,57.9
German Shepherd Dog,27.0
Beagle,10.2
Poodle (Toy),2.2
Brittany,16.9
Beagle,9.5
French Bulldog,12.7
Dachshund,9.7
Doberman Pinscher,39.7
Beagle,11.0
Poodle (Standard),23.7
Golden Retriever,29.6
Maltese,3.2
Havanese,4.5
Newfoundland,62.3
Standard Schnauzer,17.3
Poodle (Toy),2.3
Havanese,4.9
Havanese,3.7
Bernese Mountain Dog,45.2
Cairn Terrier,6.2
Poodle (Standard),24.8
Boston Terrier,7.8
Shiba Inu,9.8
Giant Schnauzer,27.6
Chinese Crested,4.9
Greater Swiss Mountain Dog,52.9
Bull Terrier,26.8
German Shorthaired Pointer,30.0
Bouvier des Flandres,43.6
Poodle (Standard),23.6
German Shorthaired Pointer,26.7
Maltese,3.2
French Bulldog,12.7
Poodle (Toy),2.4
Weimaraner,33.5
Newfoundland,52.2
Saint Bernard,72.5
Poodle (Toy),2.1
Bull Terrier,27.7
Alaskan Malamute,34.9
Bulldog,20.3
Brittany,16.5
Lagotto Romagnolo,13.1
Pembroke Welsh Corgi,13.2
Irish Wolfhound,50.7
Akita,45.9
Rhodesian Ridgeback,34.0
Great Dane,67.9
German Shepherd Dog,31.4
French Bulldog,12.7
Whippet,13.7
Siberian Husky,22.6
Border Terrier,6.2
English Springer Spaniel,19.4
Bloodhound,42.5
Brittany,16.0
